GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,PERIOD,GAMES_FROM_RETURN,INJURY_DATE,PTS_ROLLING_AVG,REB_ROLLING_AVG,AST_ROLLING_AVG,STL_ROLLING_AVG,BLK_ROLLING_AVG,TOV_ROLLING_AVG,PLAYER,TEAM,INJURY_SEASON,INJURY_TYPE
2025-10-31,NOP @ LAC,L,33,29,6,3,0,0,3,After,4,2025-03-19,23.5,6.25,4.25,2.25,0.25,3.25,Zion Williamson,NOP,2024-25,Hamstring
2025-11-02,NOP @ OKC,L,28,20,9,6,1,0,4,After,5,2025-03-19,22.8,6.8,4.6,2.0,0.2,3.4,Zion Williamson,NOP,2024-25,Hamstring
2025-11-19,NOP vs. DEN,L,29,14,6,5,1,1,3,After,6,2025-03-19,20.2,6.2,4.6,1.2,0.4,3.4,Zion Williamson,NOP,2024-25,Hamstring
2025-11-21,NOP @ DAL,L,30,22,3,2,3,0,1,After,7,2025-03-19,19.2,4.8,3.6,1.2,0.4,2.8,Zion Williamson,NOP,2024-25,Hamstring
2025-11-24,NOP vs. CHI,W,30,29,1,2,2,1,2,After,8,2025-03-19,22.8,5.0,3.6,1.4,0.4,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-11-26,NOP vs. MEM,L,32,17,5,4,0,2,5,After,9,2025-03-19,20.4,4.8,3.8,1.4,0.8,3.0,Zion Williamson,NOP,2024-25,Hamstring
2025-11-29,NOP @ GSW,L,31,25,7,4,0,0,3,After,10,2025-03-19,21.4,4.4,3.4,1.2,0.8,2.8,Zion Williamson,NOP,2024-25,Hamstring
2025-12-14,NOP @ CHI,W,27,18,6,3,0,0,1,After,11,2025-03-19,22.2,4.4,3.0,1.0,0.6,2.4,Zion Williamson,NOP,2024-25,Hamstring
2025-12-18,NOP vs. HOU,W,21,9,3,5,0,1,2,After,12,2025-03-19,19.6,4.4,3.6,0.4,0.8,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-12-20,NOP vs. IND,W,23,29,7,1,1,0,2,After,13,2025-03-19,19.6,5.6,3.4,0.2,0.6,2.6,Zion Williamson,NOP,2024-25,Hamstring
2025-12-22,NOP vs. DAL,W,25,24,9,3,0,0,1,After,14,2025-03-19,21.0,6.4,3.2,0.2,0.2,1.8,Zion Williamson,NOP,2024-25,Hamstring
2025-12-23,NOP @ CLE,L,21,26,5,1,1,0,3,After,15,2025-03-19,21.2,6.0,2.6,0.4,0.2,1.8,Zion Williamson,NOP,2024-25,Hamstring
2025-12-26,NOP vs. PHX,L,28,20,8,6,0,1,2,After,16,2025-03-19,21.6,6.4,3.2,0.4,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
2025-12-27,NOP vs. PHX,L,29,22,4,0,2,1,4,After,17,2025-03-19,24.2,6.6,2.2,0.8,0.4,2.4,Zion Williamson,NOP,2024-25,Hamstring
2025-12-29,NOP vs. NYK,L,29,32,5,2,2,2,2,After,18,2025-03-19,24.8,6.2,2.4,1.0,0.8,2.4,Zion Williamson,NOP,2024-25,Hamstring
2025-12-31,NOP @ CHI,L,29,31,7,3,0,0,1,After,19,2025-03-19,26.2,5.8,2.4,1.0,0.8,2.4,Zion Williamson,NOP,2024-25,Hamstring
2026-01-02,NOP vs. POR,L,31,35,8,2,2,2,0,After,20,2025-03-19,28.0,6.4,2.6,1.2,1.2,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-01-04,NOP @ MIA,L,26,12,5,2,0,0,2,After,21,2025-03-19,26.4,5.8,1.8,1.2,1.0,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-01-06,NOP vs. LAL,L,33,15,4,5,1,1,3,After,22,2025-03-19,25.0,5.8,2.8,1.0,1.0,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-01-07,NOP @ ATL,L,31,22,8,6,1,0,3,After,23,2025-03-19,23.0,6.4,3.6,0.8,0.6,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-01-09,NOP @ WAS,W,29,31,4,3,2,0,1,After,24,2025-03-19,23.0,5.8,3.6,1.2,0.6,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-01-11,NOP @ ORL,L,32,22,3,3,2,1,1,After,25,2025-03-19,20.4,4.8,3.8,1.2,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-01-13,NOP vs. DEN,L,31,12,7,4,1,0,2,After,26,2025-03-19,20.4,5.2,4.2,1.4,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-01-14,NOP vs. BKN,W,30,25,6,2,1,2,4,After,27,2025-03-19,22.4,5.6,3.6,1.4,0.6,2.2,Zion Williamson,NOP,2024-25,Hamstring
2026-01-16,NOP @ IND,L,33,27,6,7,1,0,3,After,28,2025-03-19,23.4,5.2,3.8,1.4,0.6,2.2,Zion Williamson,NOP,2024-25,Hamstring
2026-01-18,NOP @ HOU,L,30,20,6,4,1,1,2,After,29,2025-03-19,21.2,5.6,4.0,1.2,0.8,2.4,Zion Williamson,NOP,2024-25,Hamstring
2026-01-21,NOP vs. DET,L,15,4,4,0,0,0,1,After,30,2025-03-19,17.6,5.8,3.4,0.8,0.6,2.4,Zion Williamson,NOP,2024-25,Hamstring
2026-01-23,NOP @ MEM,W,33,24,11,4,2,1,1,After,31,2025-03-19,20.0,6.6,3.4,1.0,0.8,2.2,Zion Williamson,NOP,2024-25,Hamstring
2026-01-25,NOP @ SAS,W,33,24,10,4,0,1,1,After,32,2025-03-19,19.8,7.4,3.8,0.8,0.6,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-01-27,NOP @ OKC,L,34,21,11,2,0,1,3,After,33,2025-03-19,18.6,8.4,2.8,0.6,0.8,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-01-30,NOP vs. MEM,W,33,21,7,4,0,2,2,After,34,2025-03-19,18.8,8.6,2.8,0.4,1.0,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-01-31,NOP @ PHI,L,30,11,5,2,0,2,2,After,35,2025-03-19,20.2,8.8,3.2,0.4,1.4,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-02-02,NOP @ CHA,L,31,14,11,4,0,0,1,After,36,2025-03-19,18.2,8.8,3.2,0.0,1.2,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-02-04,NOP @ MIL,L,38,20,5,8,2,0,2,After,37,2025-03-19,17.4,7.8,4.0,0.4,1.0,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-02-06,NOP @ MIN,W,32,29,4,1,0,0,3,After,38,2025-03-19,19.0,6.4,3.8,0.4,0.8,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-02-09,NOP vs. SAC,W,27,18,5,6,1,0,2,After,39,2025-03-19,18.4,6.0,4.2,0.6,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-02-11,NOP vs. MIA,L,33,25,4,3,0,0,4,After,40,2025-03-19,21.2,5.8,4.4,0.6,0.0,2.4,Zion Williamson,NOP,2024-25,Hamstring
2026-02-20,NOP vs. MIL,L,30,32,2,2,0,0,0,After,41,2025-03-19,24.8,4.0,4.0,0.6,0.0,2.2,Zion Williamson,NOP,2024-25,Hamstring
2026-02-21,NOP vs. PHI,W,33,21,6,8,3,1,1,After,42,2025-03-19,25.0,4.2,4.0,0.8,0.2,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-02-24,NOP vs. GSW,W,33,26,6,0,2,1,1,After,43,2025-03-19,24.4,4.6,3.8,1.2,0.4,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-02-26,NOP @ UTA,W,33,20,4,4,4,1,1,After,44,2025-03-19,24.8,4.4,3.4,1.8,0.6,1.4,Zion Williamson,NOP,2024-25,Hamstring
2026-02-28,NOP @ UTA,W,11,4,1,2,0,0,0,After,45,2025-03-19,20.6,3.8,3.2,1.8,0.6,0.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-03,NOP @ LAL,L,33,24,4,0,1,0,2,After,46,2025-03-19,19.0,4.2,2.8,2.0,0.6,1.0,Zion Williamson,NOP,2024-25,Hamstring
2026-03-05,NOP @ SAC,W,29,23,9,5,1,0,3,After,47,2025-03-19,19.4,4.8,2.2,1.6,0.4,1.4,Zion Williamson,NOP,2024-25,Hamstring
2026-03-06,NOP @ PHX,L,34,19,10,3,0,0,3,After,48,2025-03-19,18.0,5.6,2.8,1.2,0.2,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-03-08,NOP vs. WAS,W,23,20,2,1,0,0,0,After,49,2025-03-19,18.0,5.2,2.2,0.4,0.0,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-11,NOP vs. TOR,W,32,19,6,4,1,0,2,After,50,2025-03-19,21.0,6.2,2.6,0.6,0.0,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-03-13,NOP @ HOU,L,34,21,5,1,0,2,2,After,51,2025-03-19,20.4,6.4,2.8,0.4,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
2026-03-16,NOP vs. DAL,W,29,27,4,1,1,0,1,After,52,2025-03-19,21.2,5.4,2.0,0.4,0.4,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-18,NOP vs. LAC,W,28,14,4,3,0,1,2,After,53,2025-03-19,20.2,4.2,2.0,0.4,0.6,1.4,Zion Williamson,NOP,2024-25,Hamstring
2026-03-19,NOP vs. LAC,W,33,15,5,2,3,0,2,After,54,2025-03-19,19.2,4.8,2.2,1.0,0.6,1.8,Zion Williamson,NOP,2024-25,Hamstring
2026-03-21,NOP vs. CLE,L,32,25,6,4,1,0,1,After,55,2025-03-19,20.4,4.8,2.2,1.0,0.6,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-24,NOP @ NYK,L,34,22,4,2,1,1,1,After,56,2025-03-19,20.6,4.6,2.4,1.2,0.4,1.4,Zion Williamson,NOP,2024-25,Hamstring
2026-03-26,NOP @ DET,L,31,21,6,2,2,1,2,After,57,2025-03-19,19.4,5.0,2.6,1.4,0.6,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-27,NOP @ TOR,L,31,22,7,4,0,0,2,After,58,2025-03-19,21.0,5.6,2.8,1.4,0.4,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-03-29,NOP vs. HOU,L,25,18,4,3,0,0,1,After,59,2025-03-19,21.6,5.4,3.0,0.8,0.4,1.4,Zion Williamson,NOP,2024-25,Hamstring
2026-04-02,NOP @ POR,L,29,15,1,3,0,1,2,After,60,2025-03-19,19.6,4.4,2.8,0.6,0.6,1.6,Zion Williamson,NOP,2024-25,Hamstring
2026-04-03,NOP @ SAC,L,29,13,6,3,1,0,4,After,61,2025-03-19,17.8,4.8,3.0,0.6,0.4,2.2,Zion Williamson,NOP,2024-25,Hamstring
2026-04-05,NOP vs. ORL,L,28,17,7,2,0,1,1,After,62,2025-03-19,17.0,5.0,3.0,0.2,0.4,2.0,Zion Williamson,NOP,2024-25,Hamstring
